,id,fisherman_id,fishing_location,status,Avg Temp,delivered_location,delivered,rejected
0,4514797,B8323,Salalah,Central Market,-3.19,Lulu,,
0,4536511,B12312,Ashkara,Central Market,-3.19,Lulu,,
0,7278836,B3823,Ashkara,Central Market,-7.18,Nesto,,
0,4660975,B23823,Muscat,Central Market,-7.0,Nesto,,
0,6176723,B23823,Duqum,Central Market,-0.29,Lulu,,
0,5026216,B8323,Salalah,Central Market,-3.97,Faiha,,
0,1379526,B8323,Suhar,Central Market,-2.43,Nesto,,
0,2978253,B23823,Ashkara,Delivered,-3.93,Nesto,yes,
0,5336409,B8323,Ashkara,Delivered,-4.78,Lulu,yes,
0,1433587,B8323,Duqum,Delivered,-2.4,Lulu,yes,
0,4942104,B3823,Duqum,Central Market,-5.17,Lulu,,
0,9225745,B123123,Duqum,Central Market,-0.77,Lulu,,
0,8318898,B123123,Suhar,Delivered,-3.71,Nesto,yes,
0,8465594,B123123,Suhar,Delivered,-2.95,Lulu,yes,
0,1409803,B23823,Duqum,Central Market,-2.6,Nesto,,
0,2958630,B123123,Ashkara,Central Market,-1.34,Lulu,,
0,6588879,B8323,Duqum,Delivered,-8.36,Lulu,yes,
0,9734050,B123123,Suhar,Delivered,-0.8,Nesto,yes,
0,4940793,B12312,Salalah,Central Market,-6.66,Lulu,,
0,9269929,B12312,Salalah,Delivered,-9.01,Lulu,yes,
0,3748086,B23823,Salalah,Delivered,-1.05,Lulu,yes,
0,3715399,B23823,Salalah,Central Market,-1.07,Lulu,,
0,1520756,B8323,Ashkara,Delivered,-1.98,Lulu,yes,
0,8492276,B123123,Ashkara,Central Market,-2.09,Lulu,,
0,1795699,B12312,Duqum,Central Market,-8.38,Nesto,,
0,7039227,B123123,Ashkara,Delivered,-9.59,Faiha,yes,
0,8482669,B384211,Ashkara,Central Market,-5.16,Nesto,,
0,9313588,B23823,Suhar,Delivered,-4.04,Lulu,yes,
0,8078657,B23823,Duqum,Delivered,-5.69,Lulu,yes,
0,1543146,B23823,Muscat,Delivered,-0.7,Lulu,yes,
0,2799012,B8323,Salalah,Central Market,-3.78,Lulu,,
0,7624751,B384211,Suhar,Delivered,-9.25,Lulu,yes,
0,9248836,B8323,Ashkara,Delivered,-4.63,Lulu,yes,
0,3057532,B123123,Salalah,Central Market,-9.55,Nesto,,
0,9373277,B328423,Salalah,Delivered,-9.11,Nesto,yes,
0,9723004,B8323,Salalah,Delivered,-7.93,Lulu,yes,
0,8402365,B23823,Ashkara,Delivered,-5.23,Faiha,yes,
0,8463433,B123123,Ashkara,Central Market,-9.09,Faiha,,
0,8376568,B8323,Ashkara,Central Market,-7.19,Lulu,,
0,6116354,B123123,Salalah,Delivered,-9.16,Nesto,yes,
0,6533065,B12312,Salalah,Central Market,-7.94,Lulu,,
0,1687687,B23823,Masira,Delivered,-6.68,Lulu,yes,
0,7191673,B8323,Salalah,Delivered,-4.41,Lulu,yes,
0,9638245,B8323,Duqum,Delivered,-8.03,Lulu,yes,
0,3558455,B23823,Duqum,Central Market,-4.43,Lulu,,
0,1836854,B23823,Ashkara,Delivered,-1.47,Lulu,yes,
0,9960644,B123123,Suhar,Delivered,-9.87,Lulu,yes,
0,6000831,B123123,Sur,Central Market,-0.0,Nesto,,
0,1343576,B23823,Duqum,Delivered,-7.51,Lulu,yes,
0,1382599,B23823,Ashkara,Delivered,-9.99,Nesto,yes,
0,3200442,B8323,Salalah,Rejected,-8.22,Lulu,,yes
0,4312738,B123123,Duqum,Delivered,-4.08,Nesto,yes,
0,7593360,B123123,Duqum,Delivered,-2.3,Lulu,yes,
0,6240636,B8323,Suhar,Delivered,-7.58,Lulu,yes,
0,8412628,B12312,Masira,Delivered,-4.65,Nesto,yes,
0,5304051,B123123,Duqum,Delivered,-7.74,Lulu,yes,
0,2546415,B123123,Ashkara,Central Market,-1.99,Nesto,,
0,8288717,B8323,Salalah,Delivered,-7.89,Lulu,yes,
0,2956965,B23823,Ashkara,Delivered,-6.19,Lulu,yes,
0,9082353,B23823,Duqum,Delivered,-1.25,Lulu,yes,
0,5951332,B23823,Suhar,Delivered,-6.43,Lulu,yes,
0,4886135,B123123,Salalah,Delivered,-6.34,Lulu,yes,
0,3711581,B8323,Duqum,Central Market,-2.67,Lulu,,
0,8252696,B8323,Duqum,Delivered,-4.36,Faiha,yes,
0,7272069,B12312,Ashkara,Central Market,-0.51,Nesto,,
0,7445370,B23823,Ashkara,Central Market,-7.16,Lulu,,
0,1834396,B23823,Duqum,Delivered,-5.07,Nesto,yes,
0,5821265,B123123,Masira,First Truck,-8.86,Nesto,,
0,4362551,B23823,Salalah,Delivered,-5.84,Lulu,yes,
0,2661133,B123123,Ashkara,Delivered,-7.3,Nesto,yes,
0,6987921,B8323,Ashkara,Delivered,-4.06,Nesto,yes,
0,7034576,B23823,Ashkara,Central Market,-1.36,Lulu,,
0,1576371,B3823,Salalah,Central Market,-7.34,Lulu,,
0,5415413,B8323,Duqum,Delivered,-0.33,Lulu,yes,
0,9504011,B123123,Duqum,Delivered,-1.9,Lulu,yes,
0,3487624,B12312,Sur,Central Market,-5.75,Lulu,,
0,4508963,B23823,Suhar,Central Market,-6.85,Lulu,,
0,8218936,B328423,Ashkara,Central Market,-3.55,Nesto,,
0,9821982,B123123,Suhar,Central Market,-0.97,Faiha,,
0,4436409,B123123,Ashkara,Central Market,-2.77,Nesto,,
0,4992324,B8323,Ashkara,Central Market,-9.46,Nesto,,
0,9574047,B23823,Ashkara,Delivered,-3.62,Lulu,yes,
0,5466407,B384211,Suhar,Delivered,-2.53,Nesto,yes,
0,7279876,B8323,Suhar,Delivered,-5.83,Lulu,yes,
0,6803729,B123123,Sur,Central Market,-7.27,Faiha,,
0,3107149,B123123,Salalah,Central Market,-2.43,Nesto,,
0,6059405,B123123,Suhar,Delivered,-7.61,Lulu,yes,
0,7533068,B23823,Suhar,Delivered,-9.13,Nesto,yes,
0,2539099,B123123,Duqum,Central Market,-6.88,Lulu,,
0,8060414,B123123,Duqum,Delivered,-7.59,Lulu,yes,
0,3899614,B8323,Duqum,Delivered,-3.49,Lulu,yes,
0,3138496,B8323,Duqum,Delivered,-6.36,Lulu,yes,
0,4166145,B23823,Suhar,On Route,-7.76,Nesto,,
0,8764060,B23823,Ashkara,Central Market,-7.82,Lulu,,
0,8976031,B8323,Salalah,Delivered,-8.0,Lulu,yes,
0,4731083,B123123,Salalah,Central Market,-4.03,Lulu,,
0,5119178,B8323,Salalah,Central Market,-6.05,Nesto,,
0,9932819,B23823,Suhar,Delivered,-8.33,Lulu,yes,
0,5105791,B8323,Duqum,Delivered,-1.09,Lulu,yes,
0,4112359,B123123,Suhar,Central Market,-2.58,Nesto,,
0,3211231,B123123,Salalah,Delivered,-3.5,Lulu,yes,
0,8725313,B23823,Suhar,Central Market,-4.25,Nesto,,
0,1613841,B8323,Duqum,Central Market,-1.05,Lulu,,
0,3922836,B384211,Ashkara,Delivered,-9.83,Nesto,yes,
0,8106255,B23823,Duqum,Delivered,-5.09,Nesto,yes,
0,6877669,B23823,Salalah,Central Market,-7.41,Lulu,,
0,2367704,B23823,Duqum,Central Market,-1.29,Lulu,,
0,1475931,B328423,Muscat,Central Market,-1.04,Lulu,,
0,9597500,B8323,Salalah,Central Market,-0.57,Nesto,,
0,9419339,B123123,Duqum,Delivered,-9.5,Nesto,yes,
0,3150144,B8323,Duqum,Delivered,-4.36,Lulu,yes,
0,6995254,B8323,Duqum,Central Market,-8.5,Nesto,,
0,2648780,B123123,Ashkara,Delivered,-8.98,Lulu,yes,
0,2315370,B8323,Salalah,Delivered,-7.18,Lulu,yes,
0,8611519,B123123,Duqum,Delivered,-6.28,Nesto,yes,
0,9685637,B8323,Duqum,Central Market,-9.68,Faiha,,
0,4094244,B8323,Ashkara,Central Market,-4.86,Lulu,,
0,3372309,B123123,Suhar,Delivered,-9.43,Lulu,yes,
0,5832554,B23823,Ashkara,Central Market,-9.55,Lulu,,
0,2082455,B328423,Salalah,Central Market,-2.44,Lulu,,
0,9175925,B123123,Ashkara,First Truck,-0.37,Lulu,,
0,3654640,B8323,Duqum,Central Market,-4.95,Lulu,,
0,4836608,B3823,Ashkara,Delivered,-2.42,Lulu,yes,
0,3737259,B123123,Ashkara,Delivered,-9.81,Nesto,yes,
0,8002550,B3823,Duqum,Rejected,-1.05,Nesto,,yes
0,5425401,B23823,Salalah,Central Market,-3.4,Lulu,,
0,1377255,B8323,Salalah,Central Market,-8.47,Lulu,,
0,1179423,B23823,Ashkara,Delivered,-1.37,Lulu,yes,
0,4124585,B123123,Duqum,Delivered,-7.76,Lulu,yes,
0,3109431,B123123,Ashkara,Delivered,-8.38,Lulu,yes,
0,2632080,B3823,Ashkara,Central Market,-8.57,Nesto,,
0,7361680,B23823,Sur,Delivered,-8.34,Lulu,yes,
0,8584780,B123123,Ashkara,Central Market,-3.47,Lulu,,
0,5963820,B8323,Salalah,Delivered,-7.69,Lulu,yes,
0,2016087,B123123,Salalah,Central Market,-1.19,Lulu,,
0,9877342,B23823,Duqum,Delivered,-9.07,Nesto,yes,
0,6378012,B328423,Sur,Delivered,-1.91,Nesto,yes,
0,3902488,B23823,Duqum,Delivered,-6.78,Faiha,yes,
0,4604124,B12312,Duqum,Delivered,-3.84,Nesto,yes,
0,6024254,B123123,Salalah,Delivered,-2.68,Lulu,yes,
0,5598846,B3823,Suhar,Central Market,-9.19,Lulu,,
0,6276879,B8323,Salalah,Delivered,-9.12,Lulu,yes,
0,8665805,B123123,Duqum,Central Market,-4.31,Lulu,,
0,1611096,B23823,Salalah,First Truck,-6.11,Nesto,,
0,4124473,B8323,Ashkara,Delivered,-5.83,Nesto,yes,
0,1110193,B8323,Ashkara,Central Market,-8.96,Nesto,,
0,9605354,B23823,Duqum,Central Market,-4.35,Lulu,,
0,4240507,B8323,Salalah,Delivered,-2.59,Lulu,yes,
0,5075387,B12312,Duqum,Central Market,-9.34,Lulu,,
0,8335238,B23823,Ashkara,Central Market,-7.54,Faiha,,
0,3450641,B23823,Suhar,Central Market,-8.97,Lulu,,
0,4909036,B123123,Suhar,Delivered,-9.25,Faiha,yes,
0,6392613,B23823,Suhar,Delivered,-9.83,Nesto,yes,
0,5888913,B8323,Duqum,Delivered,-3.92,Nesto,yes,
0,5005830,B328423,Duqum,Central Market,-0.15,Nesto,,
0,9899655,B123123,Duqum,Central Market,-7.47,Nesto,,
0,7647376,B23823,Suhar,Delivered,-9.53,Nesto,yes,
0,8613014,B8323,Ashkara,Delivered,-8.34,Faiha,yes,
0,2466414,B8323,Ashkara,Delivered,-1.24,Lulu,yes,
0,6849178,B123123,Duqum,Delivered,-1.2,Faiha,yes,
0,1886182,B123123,Duqum,Central Market,-6.21,Lulu,,
0,8197548,B23823,Salalah,Central Market,-5.2,Lulu,,
0,8482705,B123123,Duqum,Central Market,-5.75,Faiha,,
0,9821203,B123123,Ashkara,Central Market,-5.55,Lulu,,
0,7071614,B8323,Duqum,Delivered,-8.26,Lulu,yes,
0,4062637,B8323,Duqum,Central Market,-9.0,Lulu,,
0,6826128,B8323,Duqum,Central Market,-5.54,Nesto,,
0,7057847,B8323,Ashkara,Delivered,-0.35,Nesto,yes,
0,9038151,B123123,Salalah,Central Market,-9.08,Nesto,,
0,3019529,B8323,Salalah,First Truck,-6.36,Nesto,,
0,9137097,B23823,Ashkara,Delivered,-3.27,Lulu,yes,
0,7871496,B23823,Ashkara,Delivered,-5.29,Nesto,yes,
0,9982767,B23823,Duqum,Delivered,-7.52,Nesto,yes,
0,5161221,B23823,Suhar,Delivered,-0.11,Lulu,yes,
0,8608983,B328423,Masira,Delivered,-5.57,Nesto,yes,
0,6173677,B123123,Duqum,Delivered,-9.24,Nesto,yes,
0,3656279,B23823,Duqum,Central Market,-0.03,Lulu,,
0,5032533,B8323,Duqum,Central Market,-9.67,Nesto,,
0,1217912,B12312,Salalah,Delivered,-3.28,Lulu,yes,
0,1581363,B8323,Suhar,Central Market,-5.55,Lulu,,
0,1451712,B23823,Ashkara,Delivered,-6.28,Lulu,yes,
0,1046811,B23823,Salalah,Delivered,-9.01,Lulu,yes,
0,3477414,B23823,Salalah,Central Market,-1.53,Nesto,,
0,8676738,B23823,Suhar,Delivered,-2.61,Lulu,yes,
0,9273350,B23823,Duqum,Central Market,-7.17,Lulu,,
0,1221666,B123123,Suhar,On Route,-0.31,Lulu,,
0,5093935,B8323,Ashkara,Delivered,-2.85,Lulu,yes,
0,2156497,B12312,Salalah,Central Market,-6.92,Faiha,,
0,2052300,B23823,Ashkara,Central Market,-0.88,Lulu,,
0,3240025,B23823,Suhar,Central Market,-6.21,Nesto,,
0,3589613,B123123,Masira,Delivered,-3.61,Lulu,yes,
0,6243116,B8323,Duqum,Central Market,-9.44,Lulu,,
0,8455633,B12312,Duqum,Delivered,-2.19,Lulu,yes,
0,4858796,B8323,Suhar,Central Market,-6.7,Lulu,,
0,6759382,B23823,Salalah,Central Market,-3.41,Nesto,,
0,4573121,B23823,Duqum,Central Market,-1.93,Nesto,,
0,7032593,B384211,Salalah,Central Market,-0.82,Lulu,,
0,1641127,B8323,Duqum,Delivered,-6.23,Lulu,yes,
0,9550653,B12312,Duqum,Delivered,-3.41,Lulu,yes,
0,6902820,B8323,Ashkara,Delivered,-3.64,Nesto,yes,
0,4433306,B8323,Ashkara,Delivered,-6.89,Nesto,yes,
0,6193471,B8323,Ashkara,Delivered,-5.28,Nesto,yes,
0,8964657,B328423,Salalah,Delivered,-9.01,Lulu,yes,
0,7086152,B384211,Ashkara,Central Market,-9.26,Lulu,,
0,3624711,B8323,Salalah,Central Market,-3.75,Lulu,,
0,9245738,B384211,Suhar,Delivered,-7.84,Lulu,yes,
0,7883107,B12312,Salalah,Delivered,-2.53,Lulu,yes,
0,1816254,B8323,Suhar,Delivered,-3.81,Lulu,yes,
0,7970233,B23823,Duqum,On Route,-6.59,Nesto,,
0,3643084,B123123,Suhar,Delivered,-7.23,Nesto,yes,
0,1238825,B23823,Salalah,Central Market,-0.21,Nesto,,
0,6598947,B12312,Salalah,Delivered,-7.42,Lulu,yes,
0,3281036,B8323,Duqum,Delivered,-1.13,Lulu,yes,
0,6239836,B3823,Suhar,Delivered,-3.53,Lulu,yes,
0,4709525,B8323,Salalah,Central Market,-1.5,Lulu,,
0,5225912,B123123,Duqum,Delivered,-5.8,Lulu,yes,
0,2596185,B8323,Masira,Delivered,-8.45,Nesto,yes,
0,3353387,B23823,Salalah,Central Market,-0.94,Lulu,,
0,9944163,B123123,Ashkara,Delivered,-2.03,Lulu,yes,
0,3006216,B123123,Suhar,Delivered,-3.97,Nesto,yes,
0,7291283,B328423,Suhar,Delivered,-3.84,Lulu,yes,
0,5880247,B328423,Salalah,Delivered,-2.29,Lulu,yes,
0,4030120,B8323,Salalah,Central Market,-5.96,Lulu,,
0,6358675,B8323,Ashkara,Central Market,-3.06,Lulu,,
0,5508475,B8323,Duqum,Delivered,-2.15,Nesto,yes,
0,2870283,B3823,Muscat,Central Market,-2.77,Nesto,,
0,4659193,B384211,Ashkara,Central Market,-4.57,Nesto,,
0,7826720,B123123,Masira,Central Market,-7.52,Nesto,,
0,1393366,B384211,Suhar,Central Market,-2.95,Nesto,,
0,1834189,B123123,Masira,Delivered,-1.46,Lulu,yes,
0,9295669,B123123,Ashkara,Central Market,-0.93,Nesto,,
0,3595741,B123123,Suhar,Delivered,-9.72,Nesto,yes,
0,8330773,B8323,Suhar,Central Market,-2.72,Lulu,,
0,8991737,B328423,Salalah,Delivered,-1.41,Lulu,yes,
0,1420099,B123123,Suhar,Central Market,-8.9,Nesto,,
0,5006598,B23823,Salalah,Delivered,-4.34,Faiha,yes,
0,7593711,B23823,Ashkara,Central Market,-5.67,Faiha,,
0,5544605,B123123,Duqum,Delivered,-2.53,Lulu,yes,
0,6731319,B23823,Salalah,First Truck,-9.65,Lulu,,
0,6903726,B8323,Duqum,Delivered,-5.85,Lulu,yes,
0,1218606,B23823,Salalah,Central Market,-4.54,Nesto,,
0,3935563,B8323,Suhar,Delivered,-4.73,Lulu,yes,
0,3374930,B8323,Ashkara,Delivered,-6.01,Lulu,yes,
0,9873807,B8323,Ashkara,Central Market,-5.6,Lulu,,
0,6846693,B8323,Salalah,Delivered,-8.26,Lulu,yes,
0,9713707,B123123,Duqum,Delivered,-0.48,Nesto,yes,
0,5185024,B8323,Salalah,Delivered,-4.49,Nesto,yes,
0,3737264,B8323,Suhar,Delivered,-0.02,Nesto,yes,
0,1471399,B8323,Muscat,Delivered,-1.52,Lulu,yes,
0,7117280,B23823,Suhar,Central Market,-4.27,Nesto,,
0,2138752,B8323,Suhar,First Truck,-4.67,Nesto,,
0,9894858,B123123,Suhar,Central Market,-7.18,Faiha,,
0,5261460,B8323,Duqum,Central Market,-8.95,Lulu,,
0,5377372,B8323,Duqum,Delivered,-2.3,Lulu,yes,
0,9184353,B8323,Ashkara,Central Market,-0.89,Lulu,,
0,2807760,B384211,Ashkara,Delivered,-6.59,Lulu,yes,
0,9393620,B123123,Ashkara,Central Market,-7.41,Lulu,,
0,4359447,B328423,Ashkara,Central Market,-1.31,Lulu,,
0,8476674,B123123,Suhar,Delivered,-6.45,Faiha,yes,
0,9821572,B23823,Salalah,Central Market,-0.78,Lulu,,
0,8151253,B8323,Salalah,Central Market,-5.22,Lulu,,
0,5364351,B8323,Duqum,Delivered,-3.45,Nesto,yes,
0,5854056,B3823,Salalah,Central Market,-1.32,Lulu,,
0,5350375,B8323,Duqum,Delivered,-6.79,Nesto,yes,
0,5679720,B12312,Ashkara,Delivered,-7.07,Nesto,yes,
0,4713830,B8323,Ashkara,Central Market,-8.38,Nesto,,
0,1750916,B8323,Suhar,Central Market,-7.06,Lulu,,
0,2946629,B23823,Suhar,Delivered,-3.78,Lulu,yes,
0,2656462,B23823,Ashkara,Delivered,-4.56,Lulu,yes,
0,3154973,B23823,Duqum,Central Market,-6.14,Lulu,,
0,8294795,B8323,Ashkara,Delivered,-3.78,Lulu,yes,
0,9324068,B12312,Ashkara,Delivered,-5.01,Lulu,yes,
0,7382625,B328423,Duqum,Delivered,-9.81,Lulu,yes,
0,2829981,B123123,Suhar,Central Market,-4.66,Nesto,,
0,6730204,B384211,Duqum,Delivered,-2.09,Lulu,yes,
0,9944710,B8323,Suhar,Central Market,-1.46,Lulu,,
0,9479170,B123123,Suhar,Central Market,-9.49,Lulu,,
0,8103001,B23823,Duqum,On Route,-4.07,Lulu,,
0,2671502,B8323,Ashkara,Delivered,-5.07,Lulu,yes,
0,9393761,B3823,Duqum,Central Market,-0.97,Lulu,,
0,1629223,B23823,Suhar,Delivered,-1.47,Lulu,yes,
0,6717599,B8323,Ashkara,Central Market,-9.63,Lulu,,
0,8420399,B8323,Duqum,Delivered,-1.22,Nesto,yes,
0,3282041,B123123,Ashkara,Central Market,-8.77,Nesto,,
0,8734052,B123123,Ashkara,Delivered,-8.58,Lulu,yes,
0,6206778,B123123,Suhar,Central Market,-6.99,Lulu,,
0,6845462,B23823,Duqum,Central Market,-5.03,Nesto,,
0,3067206,B8323,Sur,Central Market,-9.04,Lulu,,
0,6467582,B23823,Suhar,Central Market,-1.73,Nesto,,
0,6246761,B123123,Salalah,Central Market,-2.83,Lulu,,
0,3083193,B8323,Suhar,Central Market,-9.71,Lulu,,
0,8035772,B8323,Duqum,Central Market,-0.26,Lulu,,
0,4115332,B3823,Suhar,Delivered,-1.19,Nesto,yes,
0,7310350,B8323,Suhar,Delivered,-2.76,Nesto,yes,
0,2398112,B123123,Suhar,Delivered,-5.68,Lulu,yes,
0,7491198,B8323,Salalah,Rejected,-4.02,Lulu,,yes
0,2798395,B3823,Ashkara,Delivered,-6.11,Lulu,yes,
0,1774266,B123123,Duqum,Delivered,-7.27,Lulu,yes,
0,5884181,B8323,Salalah,Central Market,-5.56,Lulu,,
0,3777574,B23823,Salalah,Delivered,-5.17,Lulu,yes,
0,1212616,B384211,Suhar,Delivered,-2.54,Nesto,yes,
0,1640510,B23823,Ashkara,Central Market,-2.56,Lulu,,
0,9717500,B384211,Sur,Delivered,-5.64,Nesto,yes,
0,6627497,B123123,Salalah,Central Market,-2.92,Lulu,,
0,6303227,B8323,Ashkara,Delivered,-9.28,Nesto,yes,
0,3285808,B12312,Salalah,Central Market,-9.74,Lulu,,
0,8480689,B23823,Masira,Delivered,-3.5,Lulu,yes,
0,2917922,B23823,Duqum,Delivered,-8.97,Lulu,yes,
0,6649029,B8323,Salalah,Delivered,-0.57,Lulu,yes,
0,7290025,B23823,Duqum,Delivered,-6.11,Lulu,yes,
0,4939356,B8323,Duqum,Central Market,-0.16,Lulu,,
0,8796741,B123123,Salalah,Central Market,-2.64,Nesto,,
0,4181323,B8323,Suhar,Central Market,-0.99,Lulu,,
0,9749919,B23823,Duqum,Delivered,-6.49,Lulu,yes,
0,4881954,B8323,Muscat,Delivered,-4.13,Lulu,yes,
0,8802313,B123123,Duqum,Central Market,-5.13,Nesto,,
0,5064603,B23823,Suhar,Central Market,-2.92,Lulu,,
0,3494916,B8323,Ashkara,Central Market,-3.51,Nesto,,
0,3655448,B8323,Ashkara,Delivered,-6.05,Nesto,yes,
0,1774006,B8323,Duqum,Delivered,-7.77,Lulu,yes,
0,6059551,B384211,Sur,Delivered,-3.53,Faiha,yes,
0,7455179,B384211,Duqum,Delivered,-7.15,Lulu,yes,
0,9746437,B8323,Duqum,Delivered,-1.26,Faiha,yes,
0,8508351,B123123,Suhar,Central Market,-0.78,Lulu,,
0,4636460,B123123,Duqum,Delivered,-1.06,Nesto,yes,
0,3245703,B123123,Duqum,Central Market,-7.57,Lulu,,
0,3641792,B8323,Muscat,Central Market,-4.3,Nesto,,
0,1686107,B328423,Ashkara,Central Market,-4.67,Lulu,,
0,6848486,B123123,Suhar,Delivered,-2.92,Faiha,yes,
0,2277899,B123123,Ashkara,Delivered,-0.71,Nesto,yes,
0,9360842,B123123,Salalah,Central Market,-1.55,Lulu,,
0,6840436,B8323,Salalah,Delivered,-9.22,Lulu,yes,
0,5594481,B8323,Duqum,Central Market,-0.55,Nesto,,
0,3009739,B123123,Ashkara,Central Market,-2.0,Lulu,,
0,5875395,B123123,Suhar,Delivered,-8.85,Lulu,yes,
0,8773243,B8323,Ashkara,Central Market,-3.71,Lulu,,
0,1992571,B123123,Ashkara,Delivered,-4.93,Lulu,yes,
0,5178571,B328423,Suhar,Central Market,-3.81,Lulu,,
0,5020546,B23823,Salalah,Delivered,-1.53,Lulu,yes,
0,5162594,B8323,Ashkara,Central Market,-9.43,Lulu,,
0,5325533,B123123,Masira,Central Market,-2.91,Nesto,,
0,2668739,B123123,Duqum,Delivered,-2.94,Lulu,yes,
0,9996626,B328423,Salalah,Central Market,-0.73,Nesto,,
0,2328193,B123123,Salalah,Central Market,-5.18,Nesto,,
0,1875967,B8323,Duqum,Delivered,-0.4,Lulu,yes,
0,2125906,B8323,Ashkara,Delivered,-4.95,Nesto,yes,
0,5420223,B8323,Duqum,Delivered,-1.72,Lulu,yes,
0,2450680,B8323,Duqum,Central Market,-7.0,Nesto,,
0,2495213,B12312,Salalah,Central Market,-7.19,Faiha,,
0,5740561,B23823,Duqum,Delivered,-3.99,Lulu,yes,
0,8896003,B8323,Salalah,Delivered,-1.39,Nesto,yes,
0,2579424,B8323,Salalah,Central Market,-2.98,Lulu,,
0,6466471,B123123,Salalah,Delivered,-3.92,Nesto,yes,
0,8695206,B384211,Duqum,Delivered,-5.16,Nesto,yes,
0,3514789,B8323,Suhar,Central Market,-4.62,Lulu,,
0,1845727,B23823,Salalah,Central Market,-8.71,Lulu,,
0,1122533,B23823,Ashkara,Delivered,-2.93,Lulu,yes,
0,5808260,B8323,Suhar,Delivered,-1.95,Faiha,yes,
0,6884315,B384211,Ashkara,Delivered,-1.22,Nesto,yes,
0,3977052,B384211,Suhar,Delivered,-0.47,Nesto,yes,
0,3179109,B23823,Ashkara,Central Market,-8.56,Lulu,,
0,4338652,B123123,Suhar,Central Market,-5.53,Nesto,,
0,9829511,B123123,Ashkara,Delivered,-6.54,Faiha,yes,
0,6763962,B123123,Ashkara,Delivered,-3.75,Nesto,yes,
0,8754449,B23823,Duqum,Delivered,-9.19,Lulu,yes,
0,6119494,B384211,Duqum,Central Market,-7.7,Lulu,,
0,4348982,B8323,Suhar,Central Market,-8.66,Lulu,,
0,9901251,B8323,Ashkara,Central Market,-3.18,Nesto,,
0,1227426,B8323,Suhar,Delivered,-2.4,Lulu,yes,
0,4026567,B328423,Suhar,Central Market,-6.19,Nesto,,
0,5610155,B23823,Ashkara,Central Market,-8.26,Lulu,,
0,8174138,B8323,Salalah,Delivered,-4.33,Lulu,yes,
0,1530901,B328423,Ashkara,Delivered,-6.69,Nesto,yes,
0,4876431,B12312,Duqum,Delivered,-6.14,Faiha,yes,
0,5105204,B123123,Ashkara,Central Market,-5.29,Lulu,,
0,8480097,B8323,Sur,Central Market,-4.02,Lulu,,
0,9112972,B123123,Suhar,Central Market,-7.55,Nesto,,
0,1670348,B123123,Duqum,Delivered,-5.7,Lulu,yes,
0,2546160,B8323,Salalah,Delivered,-3.38,Nesto,yes,
0,6756001,B8323,Suhar,Delivered,-9.26,Nesto,yes,
0,3561343,B23823,Ashkara,Central Market,-1.16,Nesto,,
0,3675983,B3823,Masira,Central Market,-3.49,Nesto,,
0,6797298,B8323,Suhar,Central Market,-6.83,Nesto,,
0,6273718,B23823,Salalah,Delivered,-4.35,Nesto,yes,
0,1618514,B123123,Salalah,First Truck,-3.44,Lulu,,
0,4463622,B384211,Duqum,Central Market,-7.26,Lulu,,
0,4144542,B23823,Ashkara,Delivered,-6.91,Faiha,yes,
0,1220382,B8323,Salalah,Delivered,-5.92,Nesto,yes,
0,6872564,B23823,Duqum,Central Market,-3.37,Lulu,,
0,4043278,B3823,Salalah,Central Market,-7.15,Lulu,,
0,8091417,B23823,Suhar,Central Market,-9.7,Nesto,,
0,1780480,B8323,Duqum,Delivered,-2.46,Lulu,yes,
0,6497602,B3823,Salalah,Central Market,-1.99,Lulu,,
0,8512080,B328423,Ashkara,Delivered,-5.66,Lulu,yes,
0,4243378,B8323,Duqum,Central Market,-5.35,Lulu,,
0,4837558,B123123,Duqum,Central Market,-6.54,Nesto,,
0,3337529,B23823,Muscat,Delivered,-4.15,Lulu,yes,
0,7618208,B12312,Suhar,Central Market,-3.08,Nesto,,
0,3384753,B123123,Salalah,Delivered,-8.59,Nesto,yes,
0,3173843,B8323,Masira,Central Market,-7.09,Nesto,,
0,2040556,B384211,Suhar,Central Market,-3.34,Lulu,,
0,8351217,B8323,Suhar,Central Market,-0.75,Nesto,,
0,7444946,B8323,Ashkara,Delivered,-6.59,Lulu,yes,
0,2643564,B123123,Salalah,Delivered,-7.92,Lulu,yes,
0,9370699,B123123,Ashkara,Central Market,-0.96,Lulu,,
0,6299250,B123123,Muscat,Delivered,-0.13,Nesto,yes,
0,7929698,B3823,Duqum,Central Market,-7.42,Lulu,,
0,8342602,B123123,Duqum,Delivered,-5.07,Lulu,yes,
0,5668602,B8323,Ashkara,Central Market,-6.72,Faiha,,
0,3945304,B23823,Duqum,Central Market,-1.04,Lulu,,
0,5667823,B23823,Salalah,Delivered,-9.4,Lulu,yes,
0,2772270,B8323,Suhar,Rejected,-3.08,Lulu,,yes
0,7572627,B8323,Duqum,Delivered,-2.63,Nesto,yes,
0,1870024,B8323,Muscat,Delivered,-5.28,Nesto,yes,
0,5713194,B23823,Duqum,Delivered,-4.34,Lulu,yes,
0,5496336,B8323,Suhar,Central Market,-3.31,Nesto,,
0,1575342,B328423,Ashkara,Delivered,-5.03,Lulu,yes,
0,7798695,B8323,Salalah,Central Market,-7.22,Nesto,,
0,2979812,B384211,Salalah,Central Market,-3.05,Nesto,,
0,8190126,B8323,Ashkara,Central Market,-8.75,Lulu,,
